"NºDePatrimonio";"DescrDoBem";"Fornecedor";"Marca";"Comentarios";"FormaAquis";"DocDeEntrada";"DataAquis";"ValorAquis";"CódigoDoFuncionário";"NúmeroDoDepartamento";"CódigoDaCategoriaDoBem";"CódDoGrupoDoBem";"SituaçAtualDoBem"
1683;"Roteador Wireless";"Vitor Miyamoto - ME";;"TP-link - 108 MBPS";;"NF Nº 000200";"15/04/09";"320,00";55;6;1;4;"Ativo"
1684;"Roteador Wireless";"Vitor Miyamoto - ME";;"TP-link - 108 MBPS";;"NF Nº 000200";"15/04/09";"320,00";55;6;1;4;"Ativo"
1685;"Roteador Wireless";"Vitor Miyamoto - ME";;"TP-link - 108 MBPS";;"NF Nº 000200";"15/04/09";"320,00";55;6;1;4;"Ativo"
1686;"Switch";"Vitor Miyamoto - ME";;"D-link - 24 portas";;"NF Nº 000200";"15/04/09";"450,00";55;6;1;4;"Ativo"
1687;"Access Pointedimax";"Vitor Miyamoto - ME";;"Wireless";;"NF Nº 000200";"15/04/09";"250,00";55;6;1;4;"Ativo"
1688;"Longarina";"Ideal Line Móveis para Escritório Ltda - ME";;"5 lugares";;"NF Nº 000027";"16/04/09";"350,00";55;39;1;1;"Baixado"
1689;"Longarina";"Ideal Line Móveis para Escritório Ltda - ME";;"5 lugares";;"NF Nº 000027";"16/04/09";"350,00";22;30;1;1;"Baixado"
1774;"Microcomputador";"Auana Auana Informática Ltda";;"Processador core i3-4vias - 04GB DDR3 - leitor de cartões - HD 01 Terabyte - DVD RW - Placa mãe ASUS on - teclado - mouse - caixas de som - estabilizador - software windows7 prof-port.";;"NF Nº 000037";"28/12/10";"1.235,00";56;40;1;4;"Ativo"
1775;"Microcomputador";"Auana Auana Informática Ltda";;"Processador core i3-4vias - 04GB DDR3 - leitor de cartões - HD 01 Terabyte - DVD RW - Placa mãe ASUS on - teclado - mouse - caixas de som - estabilizador - software windows7 prof-port.";;"NF Nº 000037";"28/12/10";"1.235,00";55;40;1;4;"Baixado"
1776;"Microcomputador";"Auana Auana Informática Ltda";;"Processador core i3-4vias - 04GB DDR3 - leitor de cartões - HD 01 Terabyte - DVD RW - Placa mãe ASUS on - teclado - mouse - caixas de som - estabilizador - software windows7 prof-port.";;"NF Nº 000037";"28/12/10";"1.235,00";55;39;1;4;"Ativo"
1777;"Microcomputador";"Auana Auana Informática Ltda";;"Processador core i3-4vias - 04GB DDR3 - leitor de cartões - HD 01 Terabyte - DVD RW - Placa mãe ASUS on - teclado - mouse - estabilizador - software windows7 prof-port.";;"NF Nº 000037";"28/12/10";"1.235,00";27;8;1;4;"Ativo"
1778;"Microcomputador";"Auana Auana Informática Ltda";;"Processador core i3-4vias - 04GB DDR3 - leitor de cartões - HD 01 Terabyte - DVD RW - Placa mãe ASUS on - teclado - mouse - caixas de som - estabilizador - software windows7 prof-port.";;"NF Nº 000037";"28/12/10";"1.235,00";56;40;1;4;"Ativo"
1779;"Microcomputador";"Auana Auana Informática Ltda";;"Processador core i3-4vias - 04GB DDR3 - leitor de cartões - HD 01 Terabyte - DVD RW - Placa mãe ASUS on - teclado - mouse - caixas de som - software windows7 prof-port.";;"NF Nº 000037";"28/12/10";"1.235,00";56;40;1;4;"Ativo"
1780;"Microcomputador";"Auana Auana Informática Ltda";;"Processador core i3-4vias - 04GB DDR3 - leitor de cartões - HD 01 Terabyte - DVD RW - Placa mãe ASUS on - teclado - mouse - caixas de som - estabilizador - software windows7 prof-port.";;"NF Nº 000037";"28/12/10";"1.235,00";55;42;1;4;"Ativo"
1781;"Microcomputador";"Auana Auana Informática Ltda";;"Processador core i3-4vias - 04GB DDR3 - leitor de cartões - HD 01 Terabyte - DVD RW - Placa mãe ASUS on - teclado - mouse - caixas de som - estabilizador - software windows7 prof-port.";;"NF Nº 000037";"28/12/10";"1.235,00";39;17;1;4;"Ativo"
1782;"Microcomputador";"Auana Auana Informática Ltda";;"Processador core i3-4vias - 04GB DDR3 - leitor de cartões - HD 01 Terabyte - DVD RW - Placa mãe ASUS on - teclado - mouse - caixas de som - estabilizador - software windows7 prof-port.";;"NF Nº 000037";"28/12/10";"1.235,00";55;40;1;4;"Ativo"
1783;"Microcomputador";"Auana Auana Informática Ltda";;"Processador core i3-4vias - 04GB DDR3 - leitor de cartões - HD 01 Terabyte - DVD RW - Placa mãe ASUS on - teclado - mouse - caixas de som - estabilizador - software windows7 prof-port.";;"NF Nº 000037";"28/12/10";"1.235,00";55;42;1;4;"Ativo"
1784;"Microcomputador";"Auana Auana Informática Ltda";;"Processador core i3-4vias - 04GB DDR3 - leitor de cartões - HD 01 Terabyte - DVD RW - Placa mãe ASUS on - teclado - mouse - caixas de som - estabilizador - software windows7 prof-port.";;"NF Nº 000037";"28/12/10";"1.235,00";55;40;1;4;"Ativo"
1785;"Microcomputador";"Auana Auana Informática Ltda";;"Processador core i3-4vias - 04GB DDR3 - leitor de cartões - HD 01 Terabyte - DVD RW - Placa mãe ASUS on - teclado - mouse - caixas de som - estabilizador - software windows7 prof-port.";;"NF Nº 000037";"28/12/10";"1.235,00";55;40;1;4;"Ativo"
1786;"Impressora";"Auana Auana Informática Ltda";;"Multifuncional - Laser Mono";;"NF Nº 000037";"28/12/10";"599,00";55;40;1;4;"Ativo"
1787;"Impressora";"Auana Auana Informática Ltda";;"Multifuncional - Laser Mono";;"NF Nº 000037";"28/12/10";"599,00";55;40;1;4;"Ativo"
1788;"Impressora";"Auana Auana Informática Ltda";;"Multifuncional - Laser Mono";;"NF Nº 000037";"28/12/10";"599,00";55;40;1;4;"Ativo"
1789;"Impressora";"Auana Auana Informática Ltda";;"Multifuncional - Laser Mono";;"NF Nº 000037";"28/12/10";"599,00";55;40;1;4;"Ativo"
1790;"Impressora";"Auana Auana Informática Ltda";;"Multifuncional - Laser Mono";;"NF Nº 000037";"28/12/10";"599,00";55;40;1;4;"Ativo"
1791;"Impressora";"Auana Auana Informática Ltda";;"Multifuncional - Laser Mono";;"NF Nº 000037";"28/12/10";"599,00";55;40;1;4;"Ativo"
1792;"Impressora";"Auana Auana Informática Ltda";;"Multifuncional - Laser Mono";;"NF Nº 000037";"28/12/10";"599,00";55;40;1;4;"Ativo"
1793;"Impressora";"Auana Auana Informática Ltda";;"Multifuncional - Laser Mono";;"NF Nº 000037";"28/12/10";"599,00";55;40;1;4;"Ativo"
1794;"Impressora";"Auana Auana Informática Ltda";;"Multifuncional - Laser Mono";;"NF Nº 000037";"28/12/10";"599,00";55;39;1;4;"Ativo"
1795;"Impressora";"Auana Auana Informática Ltda";;"Multifuncional - Laser Mono";;"NF Nº 000037";"28/12/10";"599,00";55;40;1;4;"Ativo"
1796;"Impressora";"Auana Auana Informática Ltda";;"Multifuncional - Laser Mono";;"NF Nº 000037";"28/12/10";"599,00";55;40;1;4;"Ativo"
1797;"Monitor";"Comércio de Computadores e Suprimentos p/ informática Ltda. EPP";"Philips";"21.5""";;"NF Nº 004474";"29/12/10";"405,00";55;40;1;4;"Ativo"
1798;"Monitor";"Comércio de Computadores e Suprimentos p/ informática Ltda. EPP";"Philips";"21.5""";;"NF Nº 004474";"29/12/10";"405,00";55;40;1;4;"Ativo"
1812;"Switche";"Alex de Assis Souza Informática ME";;"24 portas 10/100 e 2 portas 10/100/1000 3com";;"NF Nº 000062";"07/01/11";"858,00";55;6;1;4;"Ativo"
1813;"Switche";"Alex de Assis Souza Informática ME";;"24 portas 10/100 e 2 portas 10/100/1000 3com";;"NF Nº 000062";"07/01/11";"858,00";55;6;1;4;"Ativo"
1814;"Mini Rack Plus";"Alex de Assis Souza Informática ME";;"19 x04U x 470mm";;"NF Nº 000062";"07/01/11";"253,00";55;6;1;4;"Ativo"
1815;"Mini Rack Plus";"Alex de Assis Souza Informática ME";;"19 x04U x 470mm";;"NF Nº 000062";"07/01/11";"253,00";55;6;1;4;"Ativo"
1816;"Microcomputador";"Vitor Miyamoto - ME";;"DEXPC THOR 13 540/ASUS/4GB/HD 1TB/ DVD Silver - teclado - mouse";;"NF Nº 000001";"31/01/11";"1.480,00";4;6;1;4;"Ativo"
1817;"Microcomputador";"Vitor Miyamoto - ME";;"DEXPC THOR 13 540/ASUS/4GB/HD 1TB/ DVD Silver - teclado - mouse";;"NF Nº 000001";"31/01/11";"1.480,00";13;8;1;4;"Ativo"
1818;"Impressora";"Alex de Assis Souza Informática ME";"HP";"Deskjet Multifuncional 3050";;"NF Nº 000078";"03/02/11";"480,00";55;40;1;4;"Ativo"
1819;"Rádio Automotivo";"Cari Som Comércio de Sonorização em Autos Ltda. - ME";;"A30 - 7310 MP";;"NF Nº 001932";"01/03/11";"340,00";22;30;1;3;"Ativo"
1820;"Impressora";"Vitor Miyamoto - ME";"HP";"Laser Mono P1102";;"NF Nº 000070";"01/06/11";"440,00";55;40;1;4;"Ativo"
1821;"Impressora";"Vitor Miyamoto - ME";"HP";"Laser Mono P1102";;"NF Nº 000070";"01/06/11";"440,00";51;25;1;4;"Ativo"
1822;"Rádio Automotivo";"Glauco de Almeida Lins - ME";;"Mp3 - USB - c/ controle e 02 pares de auto falante.";;"NF Nº 000578";"27/05/11";"520,00";55;40;1;3;"Baixado"
1823;"Impressora";"Vitor Miyamoto - ME";"HP";"Laser Mono M1132";;"NF Nº 000063";"26/05/11";"729,90";55;40;1;4;"Ativo"
1824;"Tela de Projeção";"Alves e Xavier Ltda";;"Retrátil - 1,80 x 1,80";;"NF Nº 000421";"17/06/11";"690,00";55;6;1;4;"Ativo"
1825;"Projetor";"Alves e Xavier Ltda";"Epson";"S10+ 2600 Lumens";;"NF Nº 000420";"17/06/11";"1890,00";55;6;1;4;"Ativo"
1747;"Cadeira";"Ideal Line Móveis para Escritório Ltda - ME";;"Palito - preta";;"NF Nº 000090";"04/03/10";"45,00";36;15;1;1;"Ativo"
1748;"Cadeira";"Ideal Line Móveis para Escritório Ltda - ME";;"Palito - preta";;"NF Nº 000090";"04/03/10";"45,00";56;40;1;1;"Ativo"
1749;"Cadeira";"Ideal Line Móveis para Escritório Ltda - ME";;"Palito - preta";;"NF Nº 000090";"04/03/10";"45,00";55;39;1;1;"Baixado"
1750;"Arquivo";"Ideal Line Móveis para Escritório Ltda - ME";;"De aço - 4 gavetas";;"NF Nº 000092";"12/03/10";"360,00";55;40;1;1;"Baixado"
1751;"Impressora";"Vitor Miyamoto - ME";"HP";"OfficeJetpro 8000";;"NF Nº 000291";"23/03/10";"399,00";14;1;1;4;"Baixado"
1752;"Livro";"Comercial de Livro Barão Ltda - ME";;"Mandado de Segurança";;"NF Nº 000900";"06/04/10";"330,00";16;7;1;5;"Ativo"
1753;"Microcomputador";"Vitor Miyamoto - ME";;"Processador CZD 7500 - HD 500GB - Gravador de DVD, Memória 4GB - Gabinete ATX - Mouse e teclado.";;"NF Nº 000299";"12/04/10";"1400,00";55;;1;4;"Baixado"
1754;"Monitor";"Vitor Miyamoto - ME";;"LCD - 18,5""";;"NF Nº 000299";"12/04/10";"470,00";54;26;1;4;"Ativo"
1755;"Impressora";"Vitor Miyamoto - ME";"HP";"LaserJet P1005";;"NF Nº 000303";"20/04/10";"399,00";55;42;1;4;"Ativo"
1756;"Aparelho de fax";"Vitor Miyamoto - ME";"Intelbrás";"Linea";;"NF Nº 000305";"23/04/10";"435,00";45;23;1;1;"Ativo"
1757;"Impressora";"Vitor Miyamoto - ME";"HP";"LaserJet P1005";;"NF Nº 000312";"14/05/10";"399,00";55;40;1;4;"Ativo"
1758;"Impressora";"Vitor Miyamoto - ME";"HP";"LaserJet P1005";;"NF Nº 000312";"14/05/10";"399,00";55;40;1;4;"Ativo"
1759;"Livro";"Administração Pública";;"Autor: Élcio D'Angelo - Edição 2010";;"NF Nº 000911";"08/06/10";"280,00";16;7;1;5;"Ativo"
1760;"Livro";"Teoria e Prática - Direito Ambiental";;"Autor: Dilermano A. Netto";;"NF Nº 000931";"20/10/10";"265,00";16;7;1;5;"Ativo"
1761;"Livro";"Teoria e Prática - Direito Ambiental";;"Autor: Dilermano A. Netto";;"NF Nº 000931";"20/10/10";"265,00";16;7;1;5;"Ativo"
2189;"Fiesta";"Ford Motor Company Brasil Ltda";"Ford";"Flex - Prata - Placa DKI 5518 - Fabr. 2013";;"NF Nº 305640";"26/08/13";"28.000,00";55;40;1;7;"Baixado"
2190;"Fiesta";"Ford Motor Company Brasil Ltda";"Ford";"Flex - Prata - Placa DKI 5520";;"NF Nº 305756";"27/08/13";"28.000,00";55;40;1;7;"Baixado"
2191;"Fiesta";"Ford Motor Company Brasil Ltda";"Ford";"Flex - Prata - Placa DKI 5523";;"NF Nº 305757";"27/08/13";"28.000,00";55;42;1;7;"Baixado"
2192;"Fiesta";"Ford Motor Company Brasil Ltda";"Ford";"Flex - Prata - Placa DKI 5522";;"NF Nº 305758";"27/08/13";"28.000,00";55;40;1;7;"Baixado"
2193;"Fiesta";"Ford Motor Company Brasil Ltda";"Ford";"Flex - Prata - Placa DKI 5524";;"NF Nº 305759";"27/08/13";"28.000,00";55;40;1;7;"Baixado"
2194;"Fiesta";"Ford Motor Company Brasil Ltda";"Ford";"Flex - Prata - Placa DKI 5521";;"NF Nº 305760";"27/08/13";"28.000,00";33;30;1;7;"Ativo"
2195;"Fiesta";"Ford Motor Company Brasil Ltda";"Ford";"Flex - Prata - Placa DKI 5525";;"NF Nº 305761";"27/08/13";"28.000,00";55;40;1;7;"Baixado"
2196;"Cafeteira";"Renova Indústria de Refrigeração Ltda";"Consercaf";"Elétrica - 8L";;"NF Nº 002088";"23/08/13";"400,00";22;27;1;2;"Ativo"
2197;"Router";"Vitor Miyamoto Me";;"TP Link - 741 Wireless";;"NF Nº 000535";"31/10/13";"115,00";55;6;1;4;"Ativo"
2198;"Estante";"Vonil Móveis e Equip. p/ Escr. Ltda";;"Aço";;"NF Nº 001710";"10/01/14";"79,00";30;2;1;1;"Ativo"
2199;"Estante";"Vonil Móveis e Equip. p/ Escr. Ltda";;"Aço";;"NF Nº 001710";"10/01/14";"79,00";30;2;1;1;"Ativo"
2200;"Estante";"Vonil Móveis e Equip. p/ Escr. Ltda";;"Aço";;"NF Nº 001710";"10/01/14";"79,00";30;2;1;1;"Ativo"
2201;"Estante";"Vonil Móveis e Equip. p/ Escr. Ltda";;"Aço";;"NF Nº 001710";"10/01/14";"79,00";30;2;1;1;"Ativo"
2202;"Estante";"Vonil Móveis e Equip. p/ Escr. Ltda";;"Aço";;"NF Nº 001710";"10/01/14";"79,00";30;2;1;1;"Ativo"
2203;"Estante";"Vonil Móveis e Equip. p/ Escr. Ltda";;"Aço";;"NF Nº 001710";"10/01/14";"79,00";30;2;1;1;"Ativo"
1914;"Mesa";"Ideal Designer Móveis para Escritório Ltda-ME";;"1,21X61X74CZ/PTO";;"NF Nº 000045";"21/12/12";"240,00";43;21;1;1;"Ativo"
1915;"Mesa";"Ideal Designer Móveis para Escritório Ltda-ME";;"1,21X61X74CZ/PTO";;"NF Nº 000045";"21/12/12";"240,00";38;16;1;1;"Ativo"
1916;"Mesa";"Ideal Designer Móveis para Escritório Ltda-ME";;"1,21X61X74CZ/PTO";;"NF Nº 000045";"21/12/12";"240,00";40;18;1;1;"Ativo"
1917;"Mesa";"Ideal Designer Móveis para Escritório Ltda-ME";;"1,21X61X74CZ/PTO";;"NF Nº 000045";"21/12/12";"240,00";38;16;1;1;"Ativo"
1918;"Mesa";"Ideal Designer Móveis para Escritório Ltda-ME";;"1,21X61X74CZ/PTO";;"NF Nº 000045";"21/12/12";"240,00";56;40;1;1;"Ativo"
1919;"Mesa";"Ideal Designer Móveis para Escritório Ltda-ME";;"1,21X61X74CZ/PTO";;"NF Nº 000045";"21/12/12";"240,00";32;12;1;1;"Ativo"
1920;"Mesa";"Ideal Designer Móveis para Escritório Ltda-ME";;"1,21X61X74CZ/PTO";;"NF Nº 000045";"21/12/12";"240,00";14;29;1;1;"Ativo"
1921;"Mesa";"Ideal Designer Móveis para Escritório Ltda-ME";;"1,21X61X74CZ/PTO";;"NF Nº 000045";"21/12/12";"240,00";54;26;1;1;"Ativo"
1922;"Mesa";"Ideal Designer Móveis para Escritório Ltda-ME";;"1,21X61X74CZ/PTO";;"NF Nº 000045";"21/12/12";"240,00";55;40;1;1;"Ativo"
1923;"Mesa";"Ideal Designer Móveis para Escritório Ltda-ME";;"1,21X61X74CZ/PTO";;"NF Nº 000045";"21/12/12";"240,00";56;40;1;1;"Ativo"
1924;"Mesa";"Ideal Designer Móveis para Escritório Ltda-ME";;"1,21X61X74CZ/PTO";;"NF Nº 000045";"21/12/12";"240,00";45;23;1;1;"Ativo"
1925;"Armário";"Ideal Designer Móveis para Escritório Ltda-ME";;"Aço 2 portas 1,60X75X40";;"NF Nº 000045";"21/12/12";"471,00";43;21;1;1;"Ativo"
1926;"Armário";"Ideal Designer Móveis para Escritório Ltda-ME";;"Aço 2 portas 1,60X75X40";;"NF Nº 000045";"21/12/12";"471,00";55;40;1;1;"Ativo"
1927;"Armário";"Ideal Designer Móveis para Escritório Ltda-ME";;"Aço 2 portas 1,60X75X40";;"NF Nº 000045";"21/12/12";"471,00";38;16;1;1;"Ativo"
1949;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";;"Sky ""L"" Duplo";;"NF Nº 000045";"21/12/12";"87,25";45;23;1;1;"Baixado"
1950;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";;"Sky ""L"" Duplo";;"NF Nº 000045";"21/12/12";"87,25";42;20;1;1;"Baixado"
1951;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";;"Sky ""L"" Duplo";;"NF Nº 000045";"21/12/12";"87,25";22;30;1;1;"Baixado"
1952;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";;"Sky ""L"" Duplo";;"NF Nº 000045";"21/12/12";"87,25";51;25;1;1;"Baixado"
1953;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";;"Sky ""L"" Duplo";;"NF Nº 000045";"21/12/12";"87,25";55;40;1;1;"Baixado"
1954;"Cadeira";"Ideal Designer Móveis para Escritório Ltda-ME";;"Sky ""L"" Duplo";;"NF Nº 000045";"21/12/12";"87,25";22;28;1;1;"Ativo"
1955;"Microcomputador";"Chess Informática Godoy Ltda - ME";"Celeron";"Proc.Intel G440 1,60GHz, teclado fixo, DDR3 4GB, DVD-RW, MOUSE, DEM. MOK 133 USB PRETO DISCO RIGIDO SATA 500GB - Caixa de Som(Par) KMEX SP 0300 Preto USP/P2 Placa Mãe GA-HG/M-DS2HLGA 1155 s/v/r micro-ATX";;"NF Nº 000099";"27/12/12";"1020,00";53;13;1;1;"Ativo"
1956;"Microcomputador";"Chess Informática Godoy Ltda - ME";"Celeron";"Proc.Intel G440 1,60GHz, teclado fixo, DDR3 4GB, DVD-RW, MOUSE, DEM. MOK 133 USB PRETO DISCO RIGIDO SATA 500GB - Caixa de Som(Par) KMEX SP 0300 Preto USP/P2 Placa Mãe GA-HG/M-DS2HLGA 1155 s/v/r micro-ATX";;"NF Nº 000099";"27/12/12";"1020,00";51;25;1;1;"Ativo"
1957;"Microcomputador";"Chess Informática Godoy Ltda - ME";"Celeron";"Proc.Intel G440 1,60GHz, teclado fixo, DDR3 4GB, DVD-RW, MOUSE, DEM. MOK 133 USB PRETO DISCO RIGIDO SATA 500GB - Caixa de Som(Par) KMEX SP 0300 Preto USP/P2 Placa Mãe GA-HG/M-DS2HLGA 1155 s/v/r micro-ATX";;"NF Nº 000099";"27/12/12";"1020,00";16;7;1;1;"Ativo"
1958;"Microcomputador";"Chess Informática Godoy Ltda - ME";"Celeron";"Proc.Intel G440 1,60GHz, teclado fixo, DDR3 4GB, DVD-RW, MOUSE, DEM. MOK 133 USB PRETO DISCO RIGIDO SATA 500GB - Caixa de Som(Par) KMEX SP 0300 Preto USP/P2 Placa Mãe GA-HG/M-DS2HLGA 1155 s/v/r micro-ATX";;"NF Nº 000099";"27/12/12";"1020,00";33;9;1;1;"Ativo"
1959;"Microcomputador";"Chess Informática Godoy Ltda - ME";"Celeron";"Proc.Intel G440 1,60GHz, teclado fixo, DDR3 4GB, DVD-RW, MOUSE, DEM. MOK 133 USB PRETO DISCO RIGIDO SATA 500GB - Caixa de Som(Par) KMEX SP 0300 Preto USP/P2 Placa Mãe GA-HG/M-DS2HLGA 1155 s/v/r micro-ATX";;"NF Nº 000099";"27/12/12";"1020,00";32;12;1;1;"Ativo"
1960;"Microcomputador";"Chess Informática Godoy Ltda - ME";"Celeron";"Proc.Intel G440 1,60GHz, teclado fixo, DDR3 4GB, DVD-RW, MOUSE, DEM. MOK 133 USB PRETO DISCO RIGIDO SATA 500GB - Caixa de Som(Par) KMEX SP 0300 Preto USP/P2 Placa Mãe GA-HG/M-DS2HLGA 1155 s/v/r micro-ATX";;"NF Nº 000099";"27/12/12";"1020,00";36;15;1;1;"Ativo"
1961;"Monitor";"Chess Informática Godoy Ltda- ME";;"AOC 18.5"" LED e 966 SWN Design inovador Blac";;"NF Nº 000100";"27/12/12";"280,00";55;40;1;1;"Ativo"
1962;"Monitor";"Chess Informática Godoy Ltda- ME";;"AOC 18.5"" LED e 966 SWN Design inovador Blac";;"NF Nº 000100";"27/12/12";"280,00";44;22;1;1;"Ativo"
1963;"Monitor";"Chess Informática Godoy Ltda- ME";;"AOC 18.5"" LED e 966 SWN Design inovador Blac";;"NF Nº 000100";"27/12/12";"280,00";46;24;1;1;"Ativo"
1964;"Monitor";"Chess Informática Godoy Ltda- ME";;"AOC 18.5"" LED e 966 SWN Design inovador Blac";;"NF Nº 000100";"27/12/12";"280,00";56;40;1;1;"Ativo"
1965;"Monitor";"Chess Informática Godoy Ltda- ME";;"AOC 18.5"" LED e 966 SWN Design inovador Blac";;"NF Nº 000100";"27/12/12";"280,00";42;20;1;1;"Ativo"
2204;"Relógio";"Dimas Melo Sist.Pto. Acesso";"DIMEP";"Biométrico com código de barras";;"NF Nº 173523";"25/02/14";"3.822,45";56;40;1;4;"Ativo"
2205;"Relógio";"Dimas Melo Sist.Pto. Acesso";"DIMEP";"Biométrico com código de barras";;"NF Nº 173523";"25/02/14";"3.822,45";55;40;1;4;"Ativo"
2206;"Roçadeira";"Eletro Dimensão Equipamentos Elétricos Ltda - ME";"Makita";"À Gasolina - Motor 2 tempos - 40,2 cc - 1,47Kw (1,97HP)";;"NF Nº 000376";"11/02/14";"1.459,00";22;30;1;6;"Ativo"
2207;"Secador";"Toalheiro Guarany Eireli EPP";;"De mãos - Superfan TG ABS 220v - 1800W";;"NF Nº 019940";"18/02/14";"300,00";22;28;1;3;"Ativo"
2208;"Secador";"Toalheiro Guarany Eireli EPP";;"De mãos - Superfan TG ABS 220v - 1800W";;"NF Nº 019940";"18/02/14";"300,00";22;28;1;3;"Ativo"
2209;"Secador";"Toalheiro Guarany Eireli EPP";;"De mãos - Superfan TG ABS 220v - 1800W";;"NF Nº 019940";"18/02/14";"300,00";22;28;1;3;"Ativo"
2210;"Secador";"Toalheiro Guarany Eireli EPP";;"De mãos - Superfan TG ABS 220v - 1800W";;"NF Nº 019940";"18/02/14";"300,00";22;35;1;3;"Ativo"
2211;"Secador";"Toalheiro Guarany Eireli EPP";;"De mãos - Superfan TG ABS 220v - 1800W";;"NF Nº 019940";"18/02/14";"300,00";22;35;1;3;"Ativo"
2212;"Secador";"Toalheiro Guarany Eireli EPP";;"De mãos - Superfan TG ABS 220v - 1800W";;"NF Nº 019940";"18/02/14";"300,00";22;35;1;3;"Ativo"
2213;"Secador";"Toalheiro Guarany Eireli EPP";;"De mãos - Superfan TG ABS 220v - 1800W";;"NF Nº 019940";"18/02/14";"300,00";22;36;1;3;"Ativo"
2214;"Secador";"Toalheiro Guarany Eireli EPP";;"De mãos - Superfan TG ABS 220v - 1800W";;"NF Nº 019940";"18/02/14";"300,00";22;36;1;3;"Ativo"
2215;"Secador";"Toalheiro Guarany Eireli EPP";;"De mãos - Superfan TG ABS 220v - 1800W";;"NF Nº 019940";"18/02/14";"300,00";22;36;1;3;"Ativo"
2216;"Secador";"Toalheiro Guarany Eireli EPP";;"De mãos - Superfan TG ABS 220v - 1800W";;"NF Nº 019940";"18/02/14";"300,00";22;38;1;3;"Ativo"
2655;"Cadeira";"Fast Móveis Comércio de Móveis Ltda - ME";;"Caixa";;"NF Nº 008773";"16/01/19";"212,00";22;30;1;3;"Ativo"
2656;"Mesa";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"Retangular - c/ mesa auxiliar";;"NF Nº 013086";"21/02/19";"593,10";55;42;1;1;"Ativo"
2657;"Mesa";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"Retangular - c/ mesa auxiliar";"Comprado";"NF Nº 013086";"21/02/19";"593,10";14;1;1;1;"Ativo"
2658;"Armário";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"Baixo";;"NF Nº 013086";"21/02/19";"351,00";55;42;1;1;"Ativo"
2659;"Cadeira";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"Diretor";;"NF Nº 013086";"21/02/19";"333,00";56;40;1;1;"Ativo"
2660;"Cadeira";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"Diretor";"Comprado";"NF Nº 013086";"21/02/19";"333,00";14;1;1;1;"Ativo"
2661;"Cadeira";"Fast Móveis Comércio de Móveis Ltda - ME";;"Com braços";;"NF Nº 009135";"12/03/19";"290,00";4;33;1;3;"Ativo"
2662;"Mesa";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"1,20m";;"NF Nº 013400";"09/04/19";"378,00";33;9;1;1;"Ativo"
2663;"Mesa";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"1,20m";;"NF Nº 013400";"09/04/19";"378,00";33;9;1;1;"Ativo"
2664;"Mesa";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"1,20m";;"NF Nº 013400";"09/04/19";"378,00";33;9;1;1;"Ativo"
2665;"Armário";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"Alto";;"NF Nº 013400";"09/04/19";"588,60";33;9;1;1;"Ativo"
2666;"Roteador";"Vitor Miyamoto Me";"TP-LINK";"Wireless 949 - 3 antenas";;"NF Nº 001392";"13/05/19";"165,00";4;30;1;4;"Ativo"
2667;"Roteador";"Vitor Miyamoto Me";"TP-LINK";"Load Balance";;"NF Nº 001408";"28/06/19";"255,00";4;30;1;4;"Ativo"
2668;"Computador";"Master 100 Com. Ltda";"Intel";"Core I5 1TB gb - 4gb - DVD
GB de memória 2400MHz Core I5 1TB gb - 4gb - DVDDDR4, 2 slots UDIMM - 1tb (7200 rpm) HDD-CD/DVDRW-Teclado e Mouse USB (com fio)-HD Audio, Realtek ALC662";;"NF Nº 004396";"08/08/19";"3.000,00";38;16;1;4;"Ativo"
1908;"Ventilador 40CM";"Arthur Lundgren Tecidos S/A - Casas Pernambucanas";"Arno TS40 110V";"Silêncio Maxx";;"NF Nº 2359";"08/10/12";"486,00";55;40;1;1;"Ativo"
1909;"Ventilador 40CM";"Arthur Lundgren Tecidos S/A - Casas Pernambucanas";"Arno TS40 110V";"Silêncio Maxx";;"NF Nº 2359";"08/10/12";"486,00";15;7;1;1;"Ativo"
1910;"Ventilador 40CM";"Arthur Lundgren Tecidos S/A-Casas Pernambucanas";"Arno TS40 110V";"Silêncio Maxx";;"NF Nº 2359";"08/10/12";"486,00";26;37;1;1;"Ativo"
1911;"Fogão";"Arthur Lundgren Tecidos S/A-CasasPernambucanas";"Dako Supreme S";"4B";;"NF Nº 2444";"01/11/12";"309,00";22;27;1;2;"Ativo"
1912;"Calculadora";"Lojas Cem";"Elgin";"5121 Bobina";;"NF Nº 887578";"10/12/12";"176,00";56;40;1;1;"Ativo"
